index,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,UTILITY_AVAIL,MZZONE,SALES_PRICE,PROPERTY_AGE,BUILDTYPE_commercial,BUILDTYPE_house,BUILDTYPE_others,AREA_INT_SQFT,AREA_N_ROOM
2006-11-06,P09503,6.0,1875.0,40.0,5.0,5.0,1.0,1998-11-08,1.0,5.0,14640260.0,7.994524298425736,0.0,1.0,0.0,11250.0,30.0
2006-11-07,P09500,3.0,963.0,64.0,3.0,1.0,1.0,2002-11-08,1.0,5.0,12530800.0,3.997262149212868,1.0,0.0,0.0,2889.0,9.0
2006-11-08,P09497,3.0,1244.0,68.0,4.0,2.0,1.0,1981-11-14,3.0,6.0,14703750.0,24.982888432580424,1.0,0.0,0.0,3732.0,12.0
2006-11-09,P09508,2.0,659.0,110.0,2.0,2.0,1.0,1981-11-06,4.0,4.0,7945975.0,25.00752908966461,0.0,1.0,0.0,1318.0,4.0
2006-11-10,P09510,7.0,1809.0,192.0,5.0,2.0,0.0,1993-11-03,3.0,5.0,20034510.0,13.018480492813142,1.0,0.0,0.0,12663.0,35.0
2006-11-11,P09507,3.0,1074.0,140.0,3.0,3.0,1.0,1976-11-08,4.0,6.0,14048900.0,30.00684462696783,1.0,0.0,0.0,3222.0,9.0
2006-11-12,P09491,3.0,1103.0,26.0,3.0,1.0,1.0,1995-11-15,3.0,6.0,13622050.0,10.992470910335387,1.0,0.0,0.0,3309.0,9.0
2006-11-13,P09488,5.0,1809.0,90.0,5.0,5.0,0.0,1962-11-24,2.0,5.0,11076280.0,43.969883641341546,0.0,0.0,1.0,9045.0,25.0
2006-11-14,P09501,5.0,1626.0,130.0,4.0,5.0,1.0,1962-11-17,3.0,1.0,12062330.0,43.9917864476386,1.0,0.0,0.0,8130.0,20.0
2006-11-15,P09502,3.0,1181.0,12.0,3.0,2.0,0.0,1990-11-10,2.0,5.0,9847570.0,16.01368925393566,0.0,0.0,1.0,3543.0,9.0
2006-11-16,P09485,3.0,1217.0,140.0,4.0,3.0,0.0,1969-11-25,3.0,5.0,8829350.0,36.97467488021903,0.0,1.0,0.0,3651.0,12.0
2006-11-17,P09484,2.0,850.0,179.0,3.0,1.0,0.0,1986-11-22,3.0,3.0,6575100.0,19.98631074606434,0.0,1.0,0.0,1700.0,6.0
2006-11-18,P09482,3.0,910.0,178.0,3.0,4.0,1.0,1983-11-24,2.0,6.0,9186250.0,22.98425735797399,0.0,1.0,0.0,2730.0,9.0
2006-11-19,P09475,2.0,626.0,27.0,2.0,5.0,0.0,1974-11-27,4.0,5.0,8173180.0,31.978097193702943,0.0,0.0,1.0,1252.0,4.0
2006-11-20,P09473,2.0,790.0,102.0,2.0,5.0,0.0,1966-11-30,1.0,4.0,7329900.0,39.97262149212868,0.0,1.0,0.0,1580.0,4.0
2006-11-21,P09470,2.0,912.0,181.0,3.0,1.0,1.0,1990-11-25,2.0,1.0,9350240.0,15.989048596851472,1.0,0.0,0.0,1824.0,6.0
2006-11-22,P09469,3.0,1138.0,50.0,3.0,3.0,1.0,1979-11-29,3.0,4.0,10032310.0,26.981519507186857,0.0,0.0,1.0,3414.0,9.0
2006-11-23,P09466,5.0,1649.0,121.0,4.0,1.0,1.0,1980-11-29,2.0,1.0,12990820.0,25.982203969883642,1.0,0.0,0.0,8245.0,20.0
2006-11-24,P09464,5.0,1733.0,0.0,4.0,3.0,0.0,1952-12-07,2.0,1.0,11011880.0,53.96303901437371,1.0,0.0,0.0,8665.0,20.0
2006-11-25,P09462,5.0,1618.0,8.0,4.0,4.0,0.0,1958-12-07,4.0,1.0,11462310.0,47.96714579055441,1.0,0.0,0.0,8090.0,20.0
2006-11-26,P09492,7.0,1538.0,133.0,4.0,3.0,0.0,1988-11-16,2.0,6.0,17560410.0,18.026009582477755,1.0,0.0,0.0,10766.0,28.0
2006-11-27,P09489,7.0,1697.0,19.0,4.0,4.0,1.0,1996-11-15,2.0,5.0,14121610.0,10.03148528405202,0.0,0.0,1.0,11879.0,28.0
2006-11-28,P09460,3.0,964.0,150.0,3.0,3.0,1.0,1967-12-08,2.0,4.0,8460450.0,38.97330595482546,0.0,1.0,0.0,2892.0,9.0
2006-11-29,P09457,3.0,947.0,47.0,3.0,4.0,0.0,1987-12-04,1.0,6.0,9556640.0,18.986995208761122,0.0,0.0,1.0,2841.0,9.0
2006-11-30,P09452,2.0,640.0,120.0,2.0,5.0,1.0,1977-12-07,1.0,3.0,8739135.0,28.980150581793293,1.0,0.0,0.0,1280.0,4.0
2006-12-01,P09446,2.0,848.0,125.0,3.0,3.0,0.0,1986-12-06,3.0,1.0,6618400.0,19.98631074606434,0.0,0.0,1.0,1696.0,6.0
2006-12-02,P09490,6.0,1951.0,120.0,5.0,2.0,1.0,1970-11-22,1.0,4.0,20272170.0,36.02737850787132,1.0,0.0,0.0,11706.0,30.0
2006-12-03,P09444,5.0,1527.0,122.0,4.0,3.0,0.0,1990-12-07,2.0,2.0,11709470.0,15.989048596851472,1.0,0.0,0.0,7635.0,20.0
2006-12-04,P09483,7.0,1882.0,189.0,5.0,3.0,1.0,1985-11-23,1.0,6.0,16051580.0,21.02943189596167,0.0,0.0,1.0,13174.0,35.0
2006-12-05,P09441,2.0,729.0,90.0,2.0,4.0,0.0,1996-12-07,4.0,4.0,6853550.0,9.99315537303217,0.0,0.0,1.0,1458.0,4.0
2006-12-06,P09477,7.0,1545.0,58.0,4.0,2.0,0.0,1975-11-27,4.0,5.0,16838870.0,31.025325119780973,1.0,0.0,0.0,10815.0,28.0
2006-12-07,P09438,2.0,1261.0,144.0,4.0,5.0,1.0,1967-12-17,3.0,2.0,9653285.0,38.97330595482546,0.0,0.0,1.0,2522.0,8.0
2006-12-08,P09435,2.0,846.0,77.0,3.0,2.0,0.0,1978-12-15,2.0,1.0,8425520.0,27.980835044490075,1.0,0.0,0.0,1692.0,6.0
2006-12-09,P09434,3.0,1097.0,132.0,3.0,1.0,0.0,1984-12-14,4.0,5.0,8792100.0,21.984941820670773,0.0,1.0,0.0,3291.0,9.0
2006-12-10,P09433,3.0,808.0,39.0,3.0,4.0,0.0,1999-12-12,3.0,4.0,9544050.0,6.995208761122519,1.0,0.0,0.0,2424.0,9.0
2006-12-11,P09429,3.0,951.0,1.0,3.0,3.0,0.0,1993-12-14,2.0,4.0,10303350.0,12.991101984941821,1.0,0.0,0.0,2853.0,9.0
2006-12-12,P09425,5.0,1536.0,65.0,4.0,5.0,0.0,1957-12-24,1.0,4.0,7495030.0,48.96646132785763,0.0,1.0,0.0,7680.0,20.0
2006-12-13,P09423,3.0,787.0,162.0,2.0,1.0,1.0,1976-12-20,2.0,6.0,10751700.0,29.97946611909651,1.0,0.0,0.0,2361.0,6.0
2006-12-14,P09422,2.0,784.0,17.0,2.0,5.0,0.0,1983-12-20,3.0,6.0,9044045.0,22.98425735797399,0.0,1.0,0.0,1568.0,4.0
2006-12-15,P09420,3.0,1173.0,198.0,3.0,1.0,1.0,1995-12-18,2.0,6.0,9562650.0,10.992470910335387,0.0,1.0,0.0,3519.0,9.0
2006-12-16,P09415,2.0,786.0,197.0,2.0,2.0,0.0,1975-12-24,1.0,4.0,7414265.0,30.978781656399725,0.0,0.0,1.0,1572.0,4.0
2006-12-17,P09414,5.0,1733.0,49.0,4.0,3.0,1.0,1966-12-27,4.0,1.0,7917300.0,39.97262149212868,0.0,1.0,0.0,8665.0,20.0
2006-12-18,P09413,3.0,838.0,31.0,3.0,3.0,0.0,1981-12-24,3.0,5.0,8371810.0,24.982888432580424,0.0,0.0,1.0,2514.0,9.0
2006-12-19,P09409,3.0,857.0,29.0,3.0,5.0,0.0,1976-12-26,1.0,4.0,7377300.0,29.97946611909651,0.0,1.0,0.0,2571.0,9.0
2006-12-20,P09404,3.0,1204.0,47.0,4.0,4.0,1.0,1986-12-25,3.0,4.0,10096480.0,19.98631074606434,0.0,0.0,1.0,3612.0,12.0
2006-12-21,P09402,3.0,747.0,168.0,2.0,2.0,1.0,2001-12-22,4.0,6.0,11223550.0,4.996577686516085,1.0,0.0,0.0,2241.0,6.0
2006-12-22,P09399,2.0,887.0,131.0,3.0,4.0,0.0,1991-12-26,1.0,4.0,7383325.0,14.989733059548255,0.0,0.0,1.0,1774.0,6.0
2006-12-23,P09395,3.0,1215.0,177.0,4.0,3.0,1.0,1996-12-25,2.0,4.0,10742050.0,9.99315537303217,0.0,0.0,1.0,3645.0,12.0
2006-12-24,P09392,6.0,1835.0,52.0,5.0,4.0,0.0,1988-12-28,3.0,6.0,12605360.0,17.987679671457904,0.0,1.0,0.0,11010.0,30.0
2006-12-25,P09389,2.0,706.0,23.0,2.0,3.0,0.0,1981-12-31,1.0,1.0,5054675.0,24.982888432580424,0.0,0.0,1.0,1412.0,4.0
2006-12-26,P09387,2.0,713.0,39.0,2.0,4.0,0.0,1986-12-31,2.0,5.0,7676000.0,19.98631074606434,0.0,0.0,1.0,1426.0,4.0
2006-12-27,P09384,3.0,965.0,172.0,3.0,4.0,0.0,1979-01-03,2.0,4.0,6598000.0,27.980835044490075,0.0,1.0,0.0,2895.0,9.0
2006-12-28,P09380,3.0,973.0,155.0,3.0,5.0,1.0,1993-12-31,3.0,5.0,9536960.0,12.991101984941821,0.0,0.0,1.0,2919.0,9.0
2006-12-29,P09379,5.0,1673.0,86.0,4.0,5.0,0.0,1962-01-09,1.0,5.0,8483250.0,44.969199178644764,0.0,1.0,0.0,8365.0,20.0
2006-12-30,P09431,2.0,1277.0,30.0,4.0,1.0,1.0,1968-12-19,3.0,2.0,8379570.0,38.02874743326489,0.0,1.0,0.0,2554.0,8.0
2006-12-31,P09374,3.0,1068.0,141.0,3.0,4.0,0.0,2003-01-01,1.0,5.0,9085400.0,3.997262149212868,0.0,1.0,0.0,3204.0,9.0
2007-01-01,P09370,2.0,1056.0,83.0,3.0,1.0,1.0,1981-01-07,3.0,4.0,9386490.0,25.982203969883642,0.0,0.0,1.0,2112.0,6.0
2007-01-02,P09370,2.0,1056.0,83.0,3.0,1.0,1.0,1981-01-07,3.0,4.0,9386490.0,25.982203969883642,0.0,0.0,1.0,2112.0,6.0
2007-01-03,P09367,2.0,624.0,59.0,2.0,1.0,0.0,1987-01-08,3.0,3.0,5378000.0,19.98631074606434,0.0,1.0,0.0,1248.0,4.0
2007-01-04,P09366,3.0,908.0,39.0,3.0,4.0,0.0,1971-01-13,4.0,4.0,7546960.0,35.97535934291581,0.0,0.0,1.0,2724.0,9.0
2007-01-05,P09362,3.0,932.0,58.0,3.0,2.0,1.0,1977-01-12,1.0,5.0,8924700.0,29.97946611909651,0.0,1.0,0.0,2796.0,9.0
2007-01-06,P09361,3.0,1067.0,101.0,3.0,1.0,1.0,1987-01-11,1.0,5.0,8925600.0,19.98631074606434,0.0,1.0,0.0,3201.0,9.0
2007-01-07,P09353,5.0,1692.0,145.0,4.0,1.0,0.0,1972-01-16,1.0,4.0,8840300.0,34.97604380561259,0.0,0.0,1.0,8460.0,20.0
2007-01-08,P09348,5.0,1693.0,157.0,4.0,3.0,0.0,1960-01-20,1.0,1.0,6382640.0,46.9678302532512,0.0,1.0,0.0,8465.0,20.0
2007-01-09,P09348,5.0,1693.0,157.0,4.0,3.0,0.0,1960-01-20,1.0,1.0,6382640.0,46.9678302532512,0.0,1.0,0.0,8465.0,20.0
2007-01-10,P09344,3.0,1190.0,56.0,3.0,3.0,0.0,1974-01-18,4.0,4.0,12631750.0,32.97741273100616,1.0,0.0,0.0,3570.0,9.0
2007-01-11,P09342,3.0,1000.0,2.0,3.0,1.0,1.0,2000-01-13,4.0,5.0,9681250.0,6.995208761122519,0.0,1.0,0.0,3000.0,9.0
2007-01-12,P09338,2.0,840.0,97.0,3.0,4.0,1.0,1972-01-21,2.0,6.0,8572425.0,34.97604380561259,0.0,1.0,0.0,1680.0,6.0
2007-01-13,P09393,5.0,1739.0,57.0,4.0,1.0,0.0,1970-01-01,2.0,1.0,11730190.0,37.0321697467488,1.0,0.0,0.0,8695.0,20.0
2007-01-14,P09332,7.0,1562.0,3.0,4.0,4.0,1.0,1997-01-16,2.0,5.0,11938300.0,9.99315537303217,0.0,1.0,0.0,10934.0,28.0
2007-01-15,P09330,6.0,1537.0,16.0,4.0,5.0,0.0,1992-01-19,4.0,4.0,17670400.0,14.989733059548255,1.0,0.0,0.0,9222.0,24.0
2007-01-16,P09327,2.0,611.0,117.0,2.0,4.0,0.0,1972-01-25,1.0,5.0,8250025.0,34.97604380561259,1.0,0.0,0.0,1222.0,4.0
2007-01-17,P09320,5.0,1628.0,2.0,4.0,5.0,0.0,1982-01-23,4.0,2.0,7195550.0,24.982888432580424,0.0,1.0,0.0,8140.0,20.0
2007-01-18,P09319,3.0,736.0,42.0,2.0,1.0,1.0,1970-01-27,3.0,5.0,8426070.0,36.97467488021903,0.0,0.0,1.0,2208.0,6.0
2007-01-19,P09314,7.0,1885.0,117.0,5.0,3.0,0.0,1988-01-24,2.0,6.0,12782330.0,18.986995208761122,0.0,1.0,0.0,13195.0,35.0
2007-01-20,P09313,3.0,1055.0,7.0,3.0,4.0,1.0,1987-01-25,2.0,4.0,12069000.0,19.98631074606434,1.0,0.0,0.0,3165.0,9.0
2007-01-21,P09371,3.0,1245.0,134.0,4.0,2.0,1.0,1968-01-11,1.0,5.0,13663850.0,39.0280629705681,1.0,0.0,0.0,3735.0,12.0
2007-01-22,P09311,2.0,871.0,136.0,3.0,5.0,0.0,1990-01-26,4.0,2.0,10890755.0,16.98836413415469,1.0,0.0,0.0,1742.0,6.0
2007-01-23,P09307,5.0,1843.0,148.0,5.0,4.0,1.0,1988-01-28,1.0,3.0,9880180.0,18.986995208761122,0.0,0.0,1.0,9215.0,25.0
2007-01-24,P09305,3.0,1010.0,23.0,3.0,2.0,0.0,1971-02-02,2.0,6.0,8867600.0,35.97535934291581,0.0,1.0,0.0,3030.0,9.0
2007-01-25,P09304,6.0,1979.0,151.0,5.0,3.0,1.0,1978-02-01,3.0,5.0,14102030.0,28.980150581793293,0.0,1.0,0.0,11874.0,30.0
2007-01-26,P09299,5.0,1531.0,67.0,4.0,3.0,0.0,1995-01-29,2.0,1.0,6745340.0,11.991786447638603,0.0,1.0,0.0,7655.0,20.0
2007-01-27,P09295,5.0,1641.0,13.0,4.0,3.0,0.0,1959-02-08,2.0,1.0,7036460.0,47.96714579055441,0.0,0.0,1.0,8205.0,20.0
2007-01-28,P09354,5.0,1748.0,76.0,4.0,2.0,0.0,1958-01-19,1.0,6.0,9516880.0,49.02395619438741,0.0,0.0,1.0,8740.0,20.0
2007-01-29,P09291,3.0,861.0,148.0,3.0,3.0,1.0,2002-01-30,4.0,5.0,9512550.0,4.996577686516085,0.0,1.0,0.0,2583.0,9.0
2007-01-30,P09289,3.0,1079.0,171.0,3.0,1.0,1.0,1991-02-03,1.0,4.0,8463200.0,15.989048596851472,0.0,1.0,0.0,3237.0,9.0
2007-01-31,P09285,2.0,723.0,49.0,2.0,2.0,0.0,1979-02-07,1.0,6.0,10969920.0,27.980835044490075,1.0,0.0,0.0,1446.0,4.0
2007-02-01,P09283,6.0,1599.0,175.0,4.0,5.0,0.0,1988-02-06,2.0,6.0,12911530.0,18.986995208761122,0.0,1.0,0.0,9594.0,24.0
2007-02-02,P09280,5.0,1534.0,189.0,4.0,5.0,1.0,1965-02-12,2.0,6.0,9654890.0,41.97125256673511,0.0,1.0,0.0,7670.0,20.0
2007-02-03,P09279,2.0,905.0,86.0,3.0,2.0,1.0,1973-02-11,2.0,3.0,10313310.0,33.97672826830938,1.0,0.0,0.0,1810.0,6.0
2007-02-04,P09329,7.0,1784.0,97.0,4.0,2.0,1.0,1983-01-21,1.0,4.0,12199430.0,24.03832991101985,0.0,1.0,0.0,12488.0,28.0
2007-02-05,P09274,3.0,894.0,117.0,3.0,1.0,1.0,1979-02-12,4.0,5.0,9038780.0,27.980835044490075,0.0,0.0,1.0,2682.0,9.0
2007-02-06,P09270,2.0,924.0,100.0,3.0,2.0,0.0,1981-02-12,4.0,4.0,10571990.0,25.982203969883642,1.0,0.0,0.0,1848.0,6.0
2007-02-07,P09265,2.0,831.0,79.0,3.0,1.0,0.0,1990-02-11,3.0,4.0,10889655.0,16.98836413415469,1.0,0.0,0.0,1662.0,6.0
2007-02-08,P09262,2.0,1195.0,139.0,3.0,1.0,1.0,2002-02-09,3.0,2.0,9640575.0,4.996577686516085,0.0,0.0,1.0,2390.0,6.0
2007-02-09,P09259,2.0,1109.0,104.0,3.0,3.0,1.0,1980-02-16,1.0,2.0,12735905.0,26.981519507186857,1.0,0.0,0.0,2218.0,6.0
2007-02-10,P09309,2.0,1190.0,37.0,3.0,4.0,1.0,1982-01-29,3.0,5.0,9632875.0,25.032169746748803,0.0,1.0,0.0,2380.0,6.0
